split,image_file,group_key,true_label,pred_label,pred_id,confidence,max_probability,entropy,margin,sample_loss,correct,material_group_pred,material_group_confidence,fragm_norm_pred,fragm_norm_confidence,code,name_raw,name_norm,material_raw,material_norm,material_group,fragm_raw,fragm_norm,quality_flag,label_is_uncertain,group_has_conflict,is_very_rare,layout_mode,foreground_ratio,bg_type,has_scale_bar,has_overlay_text
val_gold,dataset/Нейш3А-2018-5618_orig.jpg,Нейш3А-2018-5618,крышка,изразец,2,0.23566627502441406,0.23566627502441406,1.6718416213989258,0.006896257400512695,1.5293128490447998,False,керамика,0.9685320258140564,фрагмент,0.997612476348877,Нейш3А-2018-5618,Крышка,крышка,Керамика,керамика,керамика,Фрагмент,фрагмент,ok,False,False,False,single-fragment,0.245093,white,True,True
val_gold,dataset/КБ-2014-Р1-0378_orig.jpg,КБ-2014-Р1,тарелка,блюдце,0,0.3661767244338989,0.3661767244338989,1.659407377243042,0.1804085671901703,1.924728274345398,False,фарфор_фаянс,0.9679972529411316,фрагмент,0.9856446981430054,КБ-2014-Р1-0378,Тарелка,тарелка,Фарфор,фарфор,фарфор_фаянс,Фрагмент,фрагмент,group_conflict,False,True,False,single-fragment,0.334723,white,False,False
val_gold,dataset/Нц-45-1308_orig.jpg,Нц-45-1308,изразец,крышка,3,0.3004612624645233,0.3004612624645233,1.6525822877883911,0.03505697846412659,1.3265010118484497,False,керамика,0.4434933662414551,фрагмент,0.7390903234481812,Нц-45-1308,Изразец,изразец,Керамика,керамика,керамика,Фрагмент,фрагмент,ok,False,False,False,multi-view,0.346236,white,False,False
val_gold,dataset/Нейш3А-2018-1232_orig.jpg,Нейш3А-2018-1232,тарелка,миска,4,0.2987975776195526,0.2987975776195526,1.6509699821472168,0.03201824426651001,1.7426131963729858,False,керамика,0.9940914511680603,фрагмент,0.999345600605011,Нейш3А-2018-1232,Тарелка,тарелка,Керамика,керамика,керамика,Фрагмент,фрагмент,ok,False,False,False,single-fragment,0.313173,white,True,True
val_gold,dataset/Нц-33-2938_orig.jpg,Нц-33-2938,тарелка,изразец,2,0.3002832233905792,0.3002832233905792,1.6363364458084106,0.013868719339370728,2.062469959259033,False,керамика,0.9838645458221436,фрагмент,0.9923770427703857,Нц-33-2938,Тарелка,тарелка,Керамика,керамика,керамика,Фрагмент,фрагмент,ok,False,False,False,single-fragment,0.246381,white,True,False
val_gold,dataset/Нц-102-1519_orig.jpg,Нц-102-1519,плитка,игрушка,1,0.36089810729026794,0.36089810729026794,1.626105546951294,0.13444581627845764,2.537654161453247,False,стекло,0.3877567648887634,фрагмент,0.8511413335800171,Нц-102-1519,Плитка,плитка,Сланец,сланец,камень_минералы,Целый,целый,ok,False,False,False,multi-view,0.124672,white,True,False
val_gold,dataset/Нейш3А-2018-4094_orig.jpg,Нейш3А-2018-4094,крышка,блюдце,0,0.3105638921260834,0.3105638921260834,1.5915989875793457,0.04622542858123779,1.3305249214172363,False,стекло,0.881466269493103,фрагмент,0.9353452920913696,Нейш3А-2018-4094,Крышка,крышка,Стекло,стекло,стекло,Фрагмент,фрагмент,ok,False,False,False,multi-view,0.14555,white,True,True
val_gold,dataset/Нц-46-150_orig.jpg,Нц-46-150,крышка,тарелка,6,0.33815667033195496,0.33815667033195496,1.5638794898986816,0.09123620390892029,1.4890022277832031,False,фарфор_фаянс,0.9844821691513062,целый,0.5079368352890015,Нц-46-150,Крышка,крышка,Фаянс,фаянс,фарфор_фаянс,Целый,целый,uncertain_label,True,False,False,multi-view,0.271337,white,False,False
val_gold,dataset/КБ-2014-Р6-193_orig.jpg,КБ-2014-Р6,крышка,блюдце,0,0.3207980692386627,0.3207980692386627,1.536850929260254,0.03417932987213135,3.1943955421447754,False,фарфор_фаянс,0.967616856098175,фрагмент,0.919869065284729,КБ-2014-Р6-193,Крышка,крышка,Фаянс,фаянс,фарфор_фаянс,Фрагмент,фрагмент,group_conflict,False,True,False,multi-view,0.290221,white,False,True
val_gold,dataset/БП12-Г01-5990_orig.jpg,БП12-Г01-5990,крышка,тарелка,6,0.5034892559051514,0.5034892559051514,1.536233901977539,0.3822888135910034,2.3896751403808594,False,керамика,0.8470079898834229,фрагмент,0.9883373379707336,БП12-Г01-5990,Крышка,крышка,Светлоглиняная керамика,керамика,керамика,Фрагмент,фрагмент,ok,False,False,False,multi-view,0.396058,white,False,True
